Resultado da Mega-sena - http://www1.caixa.gov.br/loterias/_arquivos/loterias/D_megase.zip



Concurso	Data Sorteio	1ª Dezena	2ª Dezena	3ª Dezena	4ª Dezena	5ª Dezena	6ª Dezena	Arrecadacao_Total	Ganhadores_Sena	Cidade	UF	Rateio_Sena	Ganhadores_Quina	Rateio_Quina	Ganhadores_Quadra	Rateio_Quadra	Acumulado	Valor_Acumulado	Estimativa_Prêmio	Acumulado_Mega_da_Virada
197	11/12/1999	19	52	29	15	12	05	0,00	0	 	 	0,00	128	8.259,15	8720	120,78	SIM	2.428.125,98	0,00	0,00
198	18/12/1999	40	23	01	18	35	08	0,00	0	 	 	0,00	125	8.881,02	7134	155,02	SIM	3.760.278,08	0,00	0,00
199	24/12/1999	52	37	57	16	10	50	0,00	1		SP	4.915.593,20	34	28.316,55	3143	305,16	NÃO	0,00	0,00	0,00
200	31/12/1999	12	15	44	34	51	19	0,00	2	 	 	8.829.389,20	186	11.008,48	13027	156,59	NÃO	0,00	0,00	0,00
201	08/01/2000	55	22	05	30	35	20	0,00	1		RN	1.038.373,94	77	11.237,81	4502	191,48	NÃO	0,00	0,00	0,00
202	15/01/2000	49	53	44	12	24	45	0,00	0	 	 	0,00	65	12.412,65	4279	187,85	SIM	968.186,82	0,00	0,00
203	22/01/2000	11	55	44	19	29	47	0,00	0	 	 	0,00	63	14.099,33	5417	163,36	SIM	2.034.096,14	0,00	0,00
204	29/01/2000	31	41	51	39	58	29	0,00	0	 	 	0,00	32	30.221,85	2400	401,43	SIM	3.194.615,19	0,00	0,00
205	05/02/2000	26	32	54	43	46	40	0,00	1		RJ	4.490.339,49	71	15.208,03	6014	178,86	NÃO	0,00	0,00	0,00
206	12/02/2000	20	26	56	18	34	51	0,00	0	 	 	0,00	43	17.769,34	3478	218,86	SIM	916.897,74	0,00	0,00
207	19/02/2000	19	07	03	55	24	53	0,00	0	 	 	0,00	90	9.663,76	6510	133,10	SIM	1.960.583,04	0,00	0,00
208	26/02/2000	23	15	57	24	47	25	0,00	0	 	 	0,00	72	12.679,18	5232	173,83	SIM	3.056.064,34	0,00	0,00
209	04/03/2000	13	52	32	41	21	26	0,00	0	 	 	0,00	81	12.349,82	5496	181,32	SIM	4.256.466,94	0,00	0,00
210	11/03/2000	37	58	20	38	48	32	0,00	0	 	 	0,00	29	46.721,17	3921	344,24	SIM	14.043.878,83	0,00	0,00
211	18/03/2000	10	20	40	45	50	33	0,00	0	 	 	0,00	164	10.880,27	16680	106,58	SIM	16.185.115,03	0,00	0,00
212	25/03/2000	29	57	15	45	59	06	0,00	0	 	 	0,00	147	13.318,79	9880	197,42	SIM	18.534.548,53	0,00	0,00
213	01/04/2000	03	30	09	35	23	32	0,00	3		PR	7.089.194,54	312	7.299,77	18348	123,66	NÃO	0,00	0,00	0,00
RS
SC
214	08/04/2000	30	12	06	50	35	31	0,00	0	 	 	0,00	54	15.578,04	3769	222,35	SIM	1.009.456,63	0,00	0,00
215	15/04/2000	07	58	28	53	37	46	0,00	0	 	 	0,00	78	12.078,40	4942	189,92	SIM	2.139.994,41	0,00	0,00
216	22/04/2000	35	42	59	18	30	14	0,00	4		BA	801.057,55	91	9.745,75	5049	175,00	NÃO	0,00	0,00	0,00
MG
RJ
SP
217	29/04/2000	27	32	03	51	49	45	0,00	0	 	 	0,00	159	4.599,62	5820	125,19	SIM	877.607,32	0,00	0,00
218	06/05/2000	54	40	42	17	47	12	0,00	1		PR	1.878.255,09	95	8.777,61	4679	177,55	NÃO	0,00	0,00	0,00
219	13/05/2000	26	23	49	28	42	36	0,00	0	 	 	0,00	80	9.221,78	5139	143,02	SIM	885.291,29	0,00	0,00
220	20/05/2000	36	53	55	13	60	14	0,00	1		SP	12.636.751,12	125	12.488,05	8067	192,78	NÃO	0,00	0,00	0,00
221	27/05/2000	54	13	58	43	50	27	0,00	0	 	 	0,00	49	14.565,66	3793	187,45	SIM	856.460,89	0,00	0,00
222	03/06/2000	05	48	30	55	52	19	0,00	0	 	 	0,00	55	15.243,16	4462	187,18	SIM	1.862.509,60	0,00	0,00
223	10/06/2000	28	24	22	02	58	06	0,00	0	 	 	0,00	163	5.838,31	7780	121,86	SIM	3.004.483,21	0,00	0,00
224	17/06/2000	20	16	18	07	44	21	0,00	0	 	 	0,00	119	8.706,35	7185	143,77	SIM	4.247.750,04	0,00	0,00
225	24/06/2000	21	16	04	37	02	58	0,00	0	 	 	0,00	83	12.542,39	5517	188,14	SIM	5.496.971,76	0,00	0,00
226	01/07/2000	02	50	59	38	49	01	0,00	1		SP	6.916.920,13	78	15.170,39	4123	286,14	NÃO	0,00	0,00	0,00
227	08/07/2000	37	26	27	42	11	48	0,00	0	 	 	0,00	51	14.471,45	3648	201,72	SIM	885.652,57	0,00	0,00
228	15/07/2000	16	40	45	59	43	13	0,00	0	 	 	0,00	64	13.240,28	4497	187,87	SIM	1.902.506,15	0,00	0,00
229	22/07/2000	39	45	11	21	33	13	0,00	1		AM	2.992.781,57	121	7.508,79	7685	117,88	NÃO	0,00	0,00	0,00
230	29/07/2000	56	44	41	40	08	53	0,00	0	 	 	0,00	94	15.000,56	5820	241,56	SIM	9.547.336,00	0,00	0,00
231	05/08/2000	16	59	27	42	44	36	0,00	0	 	 	0,00	125	12.896,11	9458	169,93	SIM	11.481.752,44	0,00	0,00
232	12/08/2000	29	19	41	22	37	59	0,00	0	 	 	0,00	124	14.598,36	8807	204,93	SIM	13.653.988,77	0,00	0,00
233	19/08/2000	45	03	24	36	07	32	0,00	5		DF	3.196.547,03	512	3.790,28	21452	90,20	NÃO	0,00	0,00	0,00
SP
SP
SP
SP
234	26/08/2000	15	45	54	25	42	41	0,00	0	 	 	0,00	39	19.369,91	3505	214,89	SIM	906.511,63	0,00	0,00
235	02/09/2000	29	41	55	02	31	22	0,00	0	 	 	0,00	52	16.604,49	3086	278,96	SIM	1.942.631,63	0,00	0,00
236	09/09/2000	10	52	50	57	25	60	0,00	0	 	 	0,00	76	12.197,95	4703	196,53	SIM	3.055.084,91	0,00	0,00
237	16/09/2000	36	07	45	31	56	57	0,00	0	 	 	0,00	54	19.896,75	4145	258,44	SIM	4.344.394,18	0,00	0,00
238	23/09/2000	15	09	41	13	37	42	0,00	4		BA	1.429.476,11	188	6.088,25	10483	108,86	NÃO	0,00	0,00	0,00
SP
SP
SP
239	30/09/2000	33	21	44	46	47	06	0,00	1		BA	866.183,32	30	24.060,65	3826	188,10	NÃO	0,00	0,00	0,00
240	07/10/2000	59	28	25	41	57	38	0,00	0	 	 	0,00	103	15.200,74	6244	250,00	SIM	11.686.511,34	0,00	0,00
241	14/10/2000	11	57	40	35	56	31	0,00	0	 	 	0,00	74	22.811,94	5485	306,85	SIM	13.712.211,55	0,00	0,00
242	21/10/2000	22	07	04	21	28	56	0,00	0	 	 	0,00	203	9.933,73	13497	148,97	SIM	16.132.069,11	0,00	0,00
243	28/10/2000	20	47	23	32	16	11	0,00	0	 	 	0,00	180	12.019,97	13705	157,40	SIM	18.728.383,13	0,00	0,00
244	04/11/2000	19	60	50	24	47	33	0,00	0	 	 	0,00	204	13.698,02	14735	189,08	SIM	22.081.659,67	0,00	0,00
245	11/11/2000	44	51	27	53	08	60	0,00	3		GO	9.153.484,88	283	15.838,62	21593	206,96	NÃO	0,00	0,00	0,00
MG
SC
246	18/11/2000	02	57	32	43	16	37	0,00	0	 	 	0,00	93	9.292,06	5429	158,71	SIM	1.036.993,80	0,00	0,00
247	25/11/2000	34	03	30	10	23	46	0,00	0	 	 	0,00	80	12.080,19	6425	149,96	SIM	2.196.692,29	0,00	0,00
248	02/12/2000	56	16	34	41	35	32	0,00	0	 	 	0,00	50	21.550,72	4862	220,96	SIM	3.489.735,08	0,00	0,00
249	09/12/2000	21	55	54	40	36	49	0,00	0	 	 	0,00	60	19.680,20	4247	277,21	SIM	4.906.709,76	0,00	0,00
250	16/12/2000	55	25	41	42	43	07	0,00	0	 	 	0,00	203	10.867,31	15545	141,50	SIM	22.593.628,59	0,00	0,00
251	23/12/2000	34	15	23	55	49	30	0,00	0	 	 	0,00	180	15.473,98	12813	216,73	SIM	25.936.007,67	0,00	0,00
252	30/12/2000	17	54	04	51	32	26	0,00	2		DF	15.107.002,24	354	10.070,62	22122	160,67	NÃO	0,00	0,00	0,00
SP
253	06/01/2001	12	11	56	44	24	37	0,00	0	 	 	0,00	126	6.985,77	7260	120,88	SIM	1.056.248,75	0,00	0,00
254	13/01/2001	04	30	56	21	22	01	0,00	0	 	 	0,00	66	16.400,47	6381	169,14	SIM	2.355.166,17	0,00	0,00
255	20/01/2001	32	44	55	19	20	16	0,00	0	 	 	0,00	80	14.363,63	6812	168,19	SIM	3.734.074,48	0,00	0,00
256	27/01/2001	21	52	34	26	02	32	0,00	0	 	 	0,00	91	13.336,96	6319	191,49	SIM	5.190.470,09	0,00	0,00
257	03/02/2001	28	05	01	34	04	19	0,00	1		RJ	6.808.483,96	175	7.704,83	11706	114,84	NÃO	0,00	0,00	0,00
258	10/02/2001	12	60	54	07	55	50	0,00	0	 	 	0,00	53	15.960,68	3615	233,30	SIM	1.015.099,19	0,00	0,00
259	17/02/2001	20	43	33	13	15	58	0,00	0	 	 	0,00	65	15.136,22	5581	175,77	SIM	2.195.724,03	0,00	0,00
260	24/02/2001	43	04	60	59	06	33	0,00	0	 	 	0,00	120	16.065,94	8956	214,63	SIM	17.357.124,85	0,00	0,00
261	03/03/2001	05	54	20	56	30	16	0,00	0	 	 	0,00	91	22.350,19	7281	278,51	SIM	19.797.765,32	0,00	0,00
262	10/03/2001	53	60	48	20	58	11	0,00	0	 	 	0,00	108	24.643,78	8838	300,24	SIM	22.991.600,18	0,00	0,00
263	17/03/2001	08	50	26	09	53	43	0,00	0	 	 	0,00	136	24.937,18	12752	265,17	SIM	27.061.348,12	0,00	0,00
264	24/03/2001	05	25	31	13	01	33	0,00	2		CE	16.055.880,73	979	4.298,96	50364	83,25	NÃO	0,00	0,00	0,00
SP
265	31/03/2001	07	50	53	16	41	34	0,00	0	 	 	0,00	64	14.676,59	3855	242,74	SIM	1.127.161,81	0,00	0,00
266	07/04/2001	38	54	48	23	02	46	0,00	0	 	 	0,00	89	12.318,14	6687	163,33	SIM	2.442.739,49	0,00	0,00
267	14/04/2001	58	01	45	55	08	46	0,00	0	 	 	0,00	46	23.142,59	4076	260,19	SIM	3.720.210,04	0,00	0,00
268	21/04/2001	21	10	47	06	05	33	0,00	0	 	 	0,00	111	10.348,29	10133	112,93	SIM	5.098.601,74	0,00	0,00
269	28/04/2001	19	18	52	25	17	49	0,00	0	 	 	0,00	110	12.115,70	8717	152,31	SIM	6.697.873,66	0,00	0,00
270	05/05/2001	45	27	35	40	05	09	0,00	1		SP	25.186.260,21	228	9.665,14	16867	130,16	NÃO	0,00	0,00	0,00
271	12/05/2001	14	31	54	29	26	24	0,00	0	 	 	0,00	43	19.939,25	4385	194,79	SIM	1.028.865,23	0,00	0,00
272	19/05/2001	36	58	09	10	56	24	0,00	0	 	 	0,00	70	14.013,37	5491	177,97	SIM	2.205.988,15	0,00	0,00
273	26/05/2001	47	52	10	27	23	17	0,00	1		PE	3.456.480,23	92	11.326,92	7241	143,38	NÃO	0,00	0,00	0,00
274	02/06/2001	11	39	47	18	13	26	0,00	0	 	 	0,00	142	5.488,22	7420	104,64	SIM	935.192,94	0,00	0,00
275	09/06/2001	16	30	19	38	48	37	0,00	0	 	 	0,00	41	22.897,52	3737	250,27	SIM	2.061.751,10	0,00	0,00
276	16/06/2001	53	59	39	45	22	57	0,00	0	 	 	0,00	79	12.486,98	5172	190,01	SIM	3.245.516,79	0,00	0,00
277	23/06/2001	40	26	38	04	56	52	0,00	0	 	 	0,00	95	11.578,72	5404	202,78	SIM	4.565.490,29	0,00	0,00
278	30/06/2001	22	10	18	55	15	31	0,00	0	 	 	0,00	99	11.868,09	6996	167,32	SIM	5.975.419,10	0,00	0,00
279	07/07/2001	31	59	04	58	23	47	0,00	0	 	 	0,00	58	23.664,88	6137	222,81	SIM	7.622.494,24	0,00	0,00
280	14/07/2001	05	16	30	25	58	20	0,00	0	 	 	0,00	192	11.199,47	14673	146,00	SIM	19.351.758,16	0,00	0,00
281	21/07/2001	11	05	47	31	53	38	0,00	1		PR	22.414.093,50	188	13.574,18	12864	197,63	NÃO	0,00	0,00	0,00
282	28/07/2001	33	24	36	09	14	23	0,00	1		RJ	958.878,82	76	10.514,03	6064	131,27	NÃO	0,00	0,00	0,00
283	01/08/2001	48	34	28	54	25	42	0,00	1		SP	367.173,22	36	8.499,38	2126	143,38	NÃO	0,00	0,00	0,00
284	04/08/2001	08	36	14	32	30	07	0,00	1		PR	901.884,48	75	10.020,94	5358	139,74	NÃO	0,00	0,00	0,00
285	08/08/2001	50	56	41	12	32	37	0,00	0	 	 	0,00	17	20.875,96	1173	301,41	SIM	425.869,64	0,00	0,00
286	11/08/2001	44	37	56	29	47	35	0,00	0	 	 	0,00	59	13.743,96	3739	216,06	SIM	1.398.941,94	0,00	0,00
287	15/08/2001	60	47	03	33	25	13	0,00	1		TO	1.931.474,80	110	4.034,34	5633	78,49	NÃO	0,00	0,00	0,00
288	18/08/2001	50	09	18	11	06	17	0,00	0	 	 	0,00	82	8.749,64	4763	150,07	SIM	860.964,72	0,00	0,00
289	22/08/2001	36	06	30	20	07	25	0,00	0	 	 	0,00	29	13.819,12	2197	181,72	SIM	1.341.870,11	0,00	0,00
290	25/08/2001	57	30	07	25	40	26	0,00	0	 	 	0,00	56	20.662,23	4869	236,75	SIM	10.159.688,47	0,00	0,00
291	29/08/2001	22	16	05	41	18	17	0,00	0	 	 	0,00	71	11.244,78	4870	163,32	SIM	11.117.743,68	0,00	0,00
292	01/09/2001	24	34	53	45	23	13	0,00	0	 	 	0,00	116	11.313,30	8670	150,80	SIM	12.692.554,40	0,00	0,00
293	05/09/2001	06	12	35	05	28	07	0,00	0	 	 	0,00	167	5.817,88	10185	95,03	SIM	13.858.457,03	0,00	0,00
294	08/09/2001	28	45	41	22	57	25	0,00	2		PR	7.696.680,33	130	9.839,13	7434	171,41	NÃO	0,00	0,00	0,00
SP
295	12/09/2001	24	44	07	31	12	50	0,00	0	 	 	0,00	36	10.242,27	2055	178,75	SIM	442.466,08	0,00	0,00
296	15/09/2001	20	51	42	03	52	46	0,00	0	 	 	0,00	29	26.582,95	2348	327,09	SIM	1.367.552,68	0,00	0,00
297	19/09/2001	20	28	41	01	33	36	0,00	0	 	 	0,00	25	19.353,56	1920	251,05	SIM	1.948.159,43	0,00	0,00
298	22/09/2001	22	34	24	23	05	60	0,00	1		PR	2.994.572,21	50	17.440,22	4372	198,71	NÃO	0,00	0,00	0,00
299	26/09/2001	07	05	02	53	33	49	0,00	0	 	 	0,00	33	10.538,82	2049	169,09	SIM	417.337,23	0,00	0,00
300	29/09/2001	27	57	41	38	28	24	0,00	0	 	 	0,00	48	22.820,73	4820	226,40	SIM	8.421.199,74	0,00	0,00
301	03/10/2001	58	26	49	57	48	09	0,00	0	 	 	0,00	28	29.571,34	2892	285,22	SIM	9.414.796,91	0,00	0,00
302	06/10/2001	25	40	12	60	30	41	0,00	0	 	 	0,00	101	13.505,06	6361	213,63	SIM	11.051.609,38	0,00	0,00
303	10/10/2001	07	13	30	37	47	17	0,00	1		MS	12.257.748,27	215	4.674,95	12861	77,86	NÃO	0,00	0,00	0,00
304	13/10/2001	42	07	11	34	59	41	0,00	0	 	 	0,00	58	11.050,10	3274	195,02	SIM	769.087,04	0,00	0,00
305	17/10/2001	11	05	27	60	38	53	0,00	0	 	 	0,00	47	10.013,62	3770	124,37	SIM	1.333.855,18	0,00	0,00
306	20/10/2001	30	19	57	41	56	47	0,00	0	 	 	0,00	28	29.736,18	2294	361,58	SIM	2.332.990,80	0,00	0,00
307	24/10/2001	26	17	13	41	16	44	0,00	0	 	 	0,00	44	12.632,80	3962	139,76	SIM	3.000.002,70	0,00	0,00
308	27/10/2001	55	25	04	11	29	39	0,00	1		RS	4.138.172,99	62	15.297,99	5173	182,67	NÃO	0,00	0,00	0,00
309	31/10/2001	39	50	25	55	11	04	0,00	1		RS	442.899,06	3001	122,53	2997	122,69	NÃO	0,00	0,00	0,00
310	03/11/2001	28	14	29	02	31	32	0,00	0	 	 	0,00	81	10.544,47	5093	167,07	SIM	7.512.984,90	0,00	0,00
311	07/11/2001	32	22	24	41	30	38	0,00	0	 	 	0,00	31	25.454,68	2871	273,81	SIM	8.459.898,95	0,00	0,00
312	10/11/2001	14	30	50	41	47	23	0,00	0	 	 	0,00	76	15.889,75	4985	241,33	SIM	9.909.043,97	0,00	0,00
313	14/11/2001	14	38	53	24	16	37	0,00	0	 	 	0,00	61	15.665,21	5547	171,62	SIM	11.055.737,35	0,00	0,00
314	17/11/2001	05	32	40	58	37	34	0,00	0	 	 	0,00	93	12.287,32	5542	205,42	SIM	12.427.002,17	0,00	0,00
315	21/11/2001	50	21	43	12	28	22	0,00	1		PR	13.675.105,67	43	24.188,06	4598	225,35	NÃO	0,00	0,00	0,00
316	24/11/2001	28	51	56	06	24	43	0,00	0	 	 	0,00	104	6.446,33	4093	163,18	SIM	804.502,07	0,00	0,00
317	28/11/2001	27	20	48	16	30	35	0,00	0	 	 	0,00	23	18.858,99	2088	206,96	SIM	1.325.010,22	0,00	0,00
318	01/12/2001	19	53	40	03	31	20	0,00	1		SP	2.227.008,03	46	16.340,54	3071	243,84	NÃO	0,00	0,00	0,00
319	05/12/2001	12	16	23	17	19	48	0,00	0	 	 	0,00	52	7.242,06	3342	112,26	SIM	451.904,22	0,00	0,00
320	08/12/2001	20	53	47	50	22	27	0,00	0	 	 	0,00	77	15.489,00	4916	241,69	SIM	8.460.390,65	0,00	0,00
321	12/12/2001	11	31	32	48	49	04	0,00	0	 	 	0,00	55	16.954,09	3729	249,11	SIM	9.579.360,38	0,00	0,00
322	15/12/2001	18	11	29	44	47	56	0,00	0	 	 	0,00	87	15.453,45	7835	170,95	SIM	11.192.700,36	0,00	0,00
323	19/12/2001	31	49	54	33	26	40	0,00	0	 	 	0,00	56	19.921,91	4244	261,89	SIM	12.531.452,28	0,00	0,00
324	22/12/2001	22	08	30	15	47	25	0,00	0	 	 	0,00	211	7.938,40	12192	136,87	SIM	14.541.455,70	0,00	0,00
325	29/12/2001	04	23	03	01	21	53	0,00	2		AM	8.743.877,80	256	9.590,82	15646	156,33	NÃO	0,00	0,00	0,00
SP
326	05/01/2002	52	23	40	51	44	21	0,00	0	 	 	0,00	27	32.367,36	2674	325,58	SIM	1.048.702,44	0,00	0,00
327	09/01/2002	46	38	29	33	32	48	0,00	0	 	 	0,00	16	30.517,93	2112	230,33	SIM	1.634.646,68	0,00	0,00
328	12/01/2002	51	05	23	07	14	21	0,00	1		SP	2.721.357,01	100	9.055,92	7121	126,69	NÃO	0,00	0,00	0,00
329	16/01/2002	24	11	40	12	35	10	0,00	0	 	 	0,00	40	10.380,30	2904	142,44	SIM	9.617.027,24	0,00	0,00
330	19/01/2002	02	04	23	37	14	51	0,00	0	 	 	0,00	120	10.924,51	7914	165,03	SIM	11.190.156,01	0,00	0,00
331	23/01/2002	27	01	35	20	37	13	0,00	0	 	 	0,00	70	13.872,44	6408	150,97	SIM	12.355.441,42	0,00	0,00
332	26/01/2002	28	23	42	29	44	34	0,00	0	 	 	0,00	83	16.762,69	6713	206,47	SIM	14.025.004,81	0,00	0,00
333	30/01/2002	35	27	53	44	52	04	0,00	0	 	 	0,00	93	12.692,31	6221	189,02	SIM	15.441.466,12	0,00	0,00
334	02/02/2002	41	26	51	14	24	23	0,00	2		SP	8.729.392,91	1200	1.400,91	8839	189,47	NÃO	0,00	0,00	0,00
SP
335	06/02/2002	43	33	57	23	59	07	0,00	0	 	 	0,00	24	17.736,83	2134	198,73	SIM	510.820,70	0,00	0,00
336	09/02/2002	02	18	54	22	30	26	0,00	0	 	 	0,00	68	11.058,60	4141	180,91	SIM	1.413.202,70	0,00	0,00
337	16/02/2002	31	52	14	54	16	04	0,00	0	 	 	0,00	34	27.110,52	3454	265,86	SIM	2.519.311,97	0,00	0,00
338	20/02/2002	48	46	09	01	36	04	0,00	0	 	 	0,00	43	14.031,02	3245	185,23	SIM	3.243.312,50	0,00	0,00
339	23/02/2002	13	16	12	05	27	50	0,00	0	 	 	0,00	76	12.374,85	6908	135,64	SIM	12.514.336,94	0,00	0,00
340	27/02/2002	10	60	42	09	33	12	0,00	0	 	 	0,00	121	9.877,84	6970	170,83	SIM	13.948.598,35	0,00	0,00
341	02/03/2002	56	23	22	43	16	05	0,00	0	 	 	0,00	166	9.623,14	11103	143,34	SIM	15.865.526,88	0,00	0,00
342	06/03/2002	29	49	54	51	16	34	0,00	0	 	 	0,00	93	15.067,81	5578	250,27	SIM	17.547.094,93	0,00	0,00
343	09/03/2002	04	06	07	24	12	41	0,00	2		PR	9.937.283,03	246	7.884,39	17023	113,51	NÃO	0,00	0,00	0,00
RJ
344	13/03/2002	33	36	12	35	10	14	0,00	0	 	 	0,00	46	9.494,33	3487	124,78	SIM	524.086,97	0,00	0,00
345	16/03/2002	56	11	58	46	51	22	0,00	1		SP	1.447.870,53	27	28.511,84	2170	353,42	NÃO	0,00	0,00	0,00
346	20/03/2002	56	07	46	60	41	12	0,00	0	 	 	0,00	20	19.632,30	1589	246,17	SIM	471.175,04	0,00	0,00
347	23/03/2002	26	10	52	01	12	48	0,00	0	 	 	0,00	72	9.988,89	4730	151,48	SIM	1.334.215,32	0,00	0,00
348	27/03/2002	39	40	33	52	19	30	0,00	0	 	 	0,00	19	26.763,06	1547	327,46	SIM	1.944.413,01	0,00	0,00
349	30/03/2002	09	38	32	08	54	28	0,00	0	 	 	0,00	46	14.053,06	3264	197,31	SIM	10.405.636,15	0,00	0,00
350	03/04/2002	23	30	43	10	15	57	0,00	0	 	 	0,00	80	11.801,82	5012	187,66	SIM	11.538.610,20	0,00	0,00
351	06/04/2002	15	16	59	60	24	41	0,00	0	 	 	0,00	98	14.478,34	5832	242,37	SIM	13.241.262,56	0,00	0,00
352	10/04/2002	49	07	47	25	20	44	0,00	0	 	 	0,00	161	7.848,74	8080	155,80	SIM	14.757.638,49	0,00	0,00
353	13/04/2002	60	46	30	55	23	19	0,00	0	 	 	0,00	89	19.537,11	6862	252,44	SIM	16.844.201,81	0,00	0,00
354	17/04/2002	40	52	38	16	07	41	0,00	1		SP	18.680.098,10	93	16.450,68	6184	246,46	NÃO	0,00	0,00	0,00
355	20/04/2002	02	37	22	60	14	23	0,00	0	 	 	0,00	50	14.412,47	4711	152,39	SIM	864.747,94	0,00	0,00
356	24/04/2002	54	19	05	58	56	21	0,00	0	 	 	0,00	32	15.777,72	2415	208,28	SIM	1.470.612,40	0,00	0,00
357	27/04/2002	45	53	32	02	30	35	0,00	0	 	 	0,00	34	23.899,52	3265	247,94	SIM	2.445.712,66	0,00	0,00
358	04/05/2002	40	42	32	12	21	17	0,00	0	 	 	0,00	84	12.903,06	5798	186,23	SIM	3.746.340,86	0,00	0,00
359	08/05/2002	31	54	20	29	13	19	0,00	0	 	 	0,00	56	13.050,25	3953	184,17	SIM	13.221.837,92	0,00	0,00
360	11/05/2002	47	24	29	55	53	23	0,00	0	 	 	0,00	133	10.645,79	8382	168,28	SIM	14.920.906,83	0,00	0,00
361	15/05/2002	41	28	45	31	16	59	0,00	0	 	 	0,00	98	12.456,14	5236	232,26	SIM	16.385.748,75	0,00	0,00
362	18/05/2002	37	20	33	46	07	56	0,00	1		RJ	18.399.160,53	110	15.253,12	8313	201,08	NÃO	0,00	0,00	0,00
363	22/05/2002	39	54	29	49	47	19	0,00	0	 	 	0,00	27	14.921,89	2225	180,39	SIM	483.469,12	0,00	0,00
364	25/05/2002	59	44	29	05	51	57	0,00	1		SC	1.307.293,04	76	9.033,16	3315	206,32	NÃO	0,00	0,00	0,00
365	29/05/2002	52	19	34	37	58	23	0,00	1		MG	462.752,26	45	8.569,49	2433	157,90	NÃO	0,00	0,00	0,00
366	01/06/2002	06	04	51	07	21	15	0,00	0	 	 	0,00	41	12.721,16	3489	148,93	SIM	625.880,91	0,00	0,00
367	05/06/2002	52	49	27	33	12	10	0,00	1		BA	1.150.498,02	71	6.157,48	3040	143,27	NÃO	0,00	0,00	0,00
368	08/06/2002	13	50	38	32	44	29	0,00	0	 	 	0,00	53	10.725,28	3220	175,87	SIM	682.127,44	0,00	0,00
369	12/06/2002	21	42	01	60	35	14	0,00	1		CE	1.221.738,07	46	9.775,55	4167	107,51	NÃO	0,00	0,00	0,00
370	15/06/2002	51	42	04	54	01	40	0,00	0	 	 	0,00	40	23.283,30	3230	287,25	SIM	7.330.667,64	0,00	0,00
371	19/06/2002	23	33	39	04	60	18	0,00	0	 	 	0,00	47	16.675,12	3979	196,23	SIM	8.271.144,70	0,00	0,00
372	22/06/2002	24	17	46	57	16	39	0,00	2		SP	4.792.658,35	85	12.884,04	6743	161,80	NÃO	0,00	0,00	0,00
SP
373	26/06/2002	31	33	24	10	05	01	0,00	0	 	 	0,00	52	6.480,14	3292	101,98	SIM	404.360,65	0,00	0,00
374	29/06/2002	54	02	26	05	44	16	0,00	0	 	 	0,00	80	8.073,17	3326	193,45	SIM	1.179.384,47	0,00	0,00
375	03/07/2002	51	09	42	05	58	01	0,00	0	 	 	0,00	33	14.359,09	2359	200,11	SIM	1.748.004,50	0,00	0,00
376	06/07/2002	25	13	10	43	35	48	0,00	0	 	 	0,00	110	7.257,00	6956	114,33	SIM	2.705.928,72	0,00	0,00
377	10/07/2002	46	19	03	45	12	27	0,00	0	 	 	0,00	87	6.639,02	5468	105,23	SIM	3.399.042,30	0,00	0,00
378	13/07/2002	55	45	48	41	05	38	0,00	0	 	 	0,00	36	25.450,60	3115	293,02	SIM	4.498.508,08	0,00	0,00
379	17/07/2002	41	55	24	59	33	40	0,00	0	 	 	0,00	32	23.407,93	2830	263,68	SIM	11.243.785,66	0,00	0,00
380	20/07/2002	47	22	13	30	31	57	0,00	0	 	 	0,00	206	6.628,67	7186	189,31	SIM	12.882.392,95	0,00	0,00
381	24/07/2002	09	56	46	28	10	55	0,00	0	 	 	0,00	85	14.181,19	7295	164,62	SIM	14.328.873,76	0,00	0,00
382	27/07/2002	54	38	53	31	37	34	0,00	0	 	 	0,00	68	23.756,27	6291	255,82	SIM	16.267.384,96	0,00	0,00
383	31/07/2002	48	22	53	56	50	14	0,00	0	 	 	0,00	73	23.753,43	6573	262,81	SIM	18.348.185,45	0,00	0,00
384	03/08/2002	28	50	47	24	40	52	0,00	0	 	 	0,00	151	18.351,99	10644	259,37	SIM	21.673.565,65	0,00	0,00
385	07/08/2002	22	12	24	18	05	16	0,00	2		DF	12.952.192,89	759	4.645,17	37449	93,80	NÃO	0,00	0,00	0,00
MG
386	10/08/2002	39	54	43	36	17	35	0,00	0	 	 	0,00	70	11.571,98	5236	154,12	SIM	972.045,86	0,00	0,00
387	14/08/2002	29	28	48	47	43	22	0,00	0	 	 	0,00	40	14.937,65	2998	198,55	SIM	1.689.053,37	0,00	0,00
388	17/08/2002	52	48	53	58	23	36	0,00	0	 	 	0,00	46	18.826,46	4293	200,97	SIM	2.728.273,75	0,00	0,00
389	21/08/2002	46	14	54	18	43	05	0,00	0	 	 	0,00	63	11.305,19	4169	170,20	SIM	15.745.310,46	0,00	0,00
390	24/08/2002	07	22	34	12	38	53	0,00	1		SC	17.611.429,97	171	9.094,15	10722	144,49	NÃO	0,00	0,00	0,00
391	28/08/2002	07	15	35	16	40	04	0,00	0	 	 	0,00	44	10.170,35	2740	162,70	SIM	536.994,30	0,00	0,00
392	31/08/2002	49	47	39	31	15	23	0,00	1		SP	1.410.917,29	68	10.709,84	3591	202,03	NÃO	0,00	0,00	0,00
